Gold (grams),Monthly Income (PKR),Monthly Expenses (PKR),Marital Status,Employment Type,Region,Income (USD),Assets (USD),Liabilities (USD),Dependents,Net Worth (USD),Zakat Eligibility
142,244383,177744,Single,Business,Rural,3552,111257,93452,7,17805,0
192,397948,286187,Widowed,Freelancer,Urban,1250,180897,16654,4,164243,0
190,21534,350984,Widowed,Freelancer,Urban,1609,127105,200905,1,-73800,1
55,121916,104623,Married,Freelancer,Rural,1954,90895,193167,9,-102272,1
170,35536,106494,Married,Business,Urban,4696,452638,58209,3,394429,0
81,363298,318874,Widowed,Salaried,Urban,4410,376597,58887,9,317710,0
197,360846,106055,Divorced,Freelancer,Urban,1253,458837,291270,4,167567,0
33,141599,390969,Married,Business,Urban,3943,232223,222164,0,10059,0
193,232455,34044,Divorced,Unemployed,Urban,8893,397509,102165,3,295344,0
117,287646,76732,Single,Freelancer,Urban,161,403073,150668,1,252405,0
68,458638,397164,Widowed,Salaried,Rural,7310,426822,233001,5,193821,0
19,339311,208818,Widowed,Unemployed,Rural,8399,197514,7342,6,190172,0
141,328895,172199,Divorced,Freelancer,Urban,2737,318857,76140,7,242717,0
67,122397,100169,Divorced,Unemployed,Urban,484,278031,48563,5,229468,0
40,275940,254070,Married,Freelancer,Rural,3494,499762,116662,4,383100,0
186,445723,57277,Single,Unemployed,Urban,801,316032,46704,8,269328,0
49,201580,315638,Widowed,Salaried,Urban,8263,195874,49849,2,146025,0
166,220813,275282,Widowed,Business,Urban,1131,193125,299527,2,-106402,1
157,313766,194413,Married,Freelancer,Urban,609,274598,88545,3,186053,0
164,430434,69974,Divorced,Unemployed,Rural,8247,450121,290636,4,159485,0
46,162288,105335,Divorced,Unemployed,Rural,9172,263354,257949,4,5405,0
125,242028,140108,Divorced,Business,Rural,7311,101090,32489,4,68601,0
172,220496,217029,Single,Business,Urban,3808,49996,129193,9,-79197,1
56,100165,172167,Widowed,Unemployed,Urban,2002,465641,11894,7,453747,0
131,124128,314297,Widowed,Unemployed,Urban,7750,249677,97878,9,151799,0
5,318983,376137,Widowed,Salaried,Urban,7699,212043,183921,0,28122,0
142,494335,7857,Single,Business,Rural,817,252971,204661,5,48310,0
108,132017,87049,Single,Freelancer,Urban,278,269815,71921,2,197894,0
172,468461,329482,Married,Business,Rural,4776,259714,273491,3,-13777,1
81,240744,89808,Married,Salaried,Urban,8164,271740,136122,4,135618,0
80,31124,268698,Widowed,Salaried,Rural,3261,40997,242135,8,-201138,1
187,364012,100670,Married,Salaried,Rural,3442,430189,13757,7,416432,0
99,464674,249658,Married,Unemployed,Rural,8982,468426,22534,3,445892,0
106,382682,274845,Widowed,Salaried,Urban,8632,425057,136685,7,288372,0
88,169431,114160,Widowed,Salaried,Urban,6856,417176,215846,6,201330,0
114,48054,344451,Single,Unemployed,Urban,7540,460246,18833,9,441413,0
155,139584,358855,Single,Unemployed,Urban,7523,348999,267280,1,81719,0
76,363221,268619,Widowed,Freelancer,Rural,4290,258367,59766,4,198601,0
31,17013,169020,Divorced,Business,Urban,6964,470378,126674,7,343704,0
175,192139,336726,Single,Unemployed,Urban,1207,399083,3182,3,395901,0
146,313838,202447,Married,Business,Rural,1176,161585,4603,4,156982,0
30,23837,331938,Widowed,Salaried,Urban,5628,467193,225856,0,241337,0
187,142070,312375,Married,Business,Urban,6946,414723,157974,7,256749,0
43,364989,51190,Married,Unemployed,Urban,8677,488893,125805,4,363088,0
150,221804,236132,Single,Business,Rural,4328,346583,61348,3,285235,0
26,14344,240995,Widowed,Freelancer,Urban,8147,390203,190402,2,199801,0
128,299909,281871,Single,Freelancer,Urban,294,484670,66740,7,417930,0
149,391226,94260,Single,Business,Rural,7003,96268,227040,4,-130772,1
135,93532,137766,Single,Freelancer,Rural,866,420860,149878,6,270982,0
68,156665,366686,Married,Freelancer,Urban,2959,203752,91047,8,112705,0
23,75206,276787,Single,Business,Urban,6916,389022,85679,8,303343,0
123,496293,148156,Divorced,Unemployed,Rural,8966,384509,180045,8,204464,0
32,88546,166376,Widowed,Business,Rural,8009,33599,233194,3,-199595,1
139,373109,205253,Divorced,Freelancer,Rural,9200,20877,253214,8,-232337,1
3,96297,81042,Single,Salaried,Urban,6478,128595,69884,6,58711,0
63,39844,303425,Widowed,Freelancer,Urban,7087,63861,285677,8,-221816,1
59,29131,210446,Divorced,Salaried,Rural,7287,146916,27926,6,118990,0
136,198222,132916,Single,Salaried,Urban,6896,18773,205397,4,-186624,1
41,232296,75036,Widowed,Salaried,Rural,1658,277963,196744,9,81219,0
52,313024,372371,Divorced,Business,Urban,4237,104258,296023,4,-191765,1
59,230739,300259,Widowed,Salaried,Rural,2210,21215,41310,6,-20095,1
105,224424,160516,Widowed,Business,Urban,212,96132,64768,3,31364,0
141,171253,199771,Single,Unemployed,Rural,1154,434527,112616,5,321911,0
50,481631,65335,Single,Business,Rural,7561,359243,7333,7,351910,0
120,180205,201074,Single,Unemployed,Rural,9918,196315,241721,0,-45406,1
64,454216,171607,Widowed,Unemployed,Rural,3676,189914,83512,2,106402,0
154,70654,139556,Married,Freelancer,Rural,6618,299606,180044,2,119562,0
21,196905,146332,Divorced,Salaried,Rural,1701,442307,127863,4,314444,0
21,167256,43000,Divorced,Salaried,Urban,9655,479300,71812,1,407488,0
191,185327,346743,Widowed,Unemployed,Urban,7132,163173,39103,9,124070,0
126,332729,356795,Single,Salaried,Rural,8070,9004,148741,1,-139737,1
23,264768,131637,Married,Business,Rural,3867,356360,115536,4,240824,0
29,42717,128696,Widowed,Freelancer,Rural,3172,215816,275185,2,-59369,1
39,298680,254003,Widowed,Salaried,Rural,6610,32604,269086,0,-236482,1
80,62263,159881,Married,Business,Urban,1083,230968,9114,5,221854,0
150,398690,205828,Widowed,Salaried,Urban,3584,459344,259695,3,199649,0
137,50774,262604,Widowed,Business,Rural,5786,23122,71378,6,-48256,1
32,254422,300640,Widowed,Freelancer,Rural,9398,421697,24755,6,396942,0
71,380991,150752,Married,Unemployed,Urban,9093,245727,296110,8,-50383,1
4,149214,333761,Married,Salaried,Rural,2611,350261,146823,3,203438,0
154,143379,54316,Widowed,Business,Urban,1627,345998,252676,1,93322,0
61,494178,373146,Divorced,Business,Rural,9147,435432,71730,8,363702,0
152,70648,332603,Married,Freelancer,Rural,4988,22913,245524,9,-222611,1
193,311743,218236,Divorced,Freelancer,Rural,3270,46925,295999,4,-249074,1
19,112249,180835,Widowed,Business,Urban,4192,219375,280119,8,-60744,1
118,457839,193650,Single,Unemployed,Urban,7170,300895,246462,6,54433,0
119,109584,331357,Single,Unemployed,Rural,7952,284518,253745,5,30773,0
42,40438,343247,Single,Freelancer,Urban,7188,24880,157193,1,-132313,1
66,329460,196767,Widowed,Business,Rural,4642,333913,92406,2,241507,0
185,87844,246474,Married,Salaried,Rural,3018,444909,130921,3,313988,0
168,100396,198411,Divorced,Salaried,Urban,1308,158347,77923,3,80424,0
63,199678,55339,Divorced,Unemployed,Rural,9521,202969,253405,6,-50436,1
101,22920,113555,Married,Business,Urban,6975,294691,212735,7,81956,0
45,314579,25394,Divorced,Freelancer,Urban,5732,412619,153443,6,259176,0
187,276936,286222,Widowed,Business,Urban,4123,464880,97243,5,367637,0
142,134690,119302,Married,Freelancer,Urban,339,258144,219268,9,38876,0
26,110751,69132,Married,Salaried,Urban,8192,240473,167046,5,73427,0
185,430303,143387,Married,Unemployed,Urban,2482,313686,231988,1,81698,0
151,56376,88535,Divorced,Business,Rural,6956,364428,177936,7,186492,0
162,380329,229057,Married,Unemployed,Rural,3535,457337,159371,0,297966,0
22,456686,112370,Married,Unemployed,Rural,182,187044,178438,9,8606,0
7,322302,237285,Single,Business,Urban,5542,284711,209775,7,74936,0
123,245763,312860,Single,Freelancer,Rural,1677,424155,60844,7,363311,0
143,58048,381655,Married,Business,Urban,281,360225,257106,8,103119,0
197,136554,100363,Married,Unemployed,Rural,1238,80181,43498,4,36683,0
188,75705,357598,Single,Unemployed,Rural,3254,34664,110481,4,-75817,1
108,462389,344647,Widowed,Business,Rural,2400,267730,154669,5,113061,0
185,496785,367838,Single,Freelancer,Urban,8153,49781,177615,8,-127834,1
156,463623,313587,Widowed,Salaried,Rural,7377,366829,134835,7,231994,0
62,338527,232252,Widowed,Freelancer,Urban,7722,266456,162489,1,103967,0
153,180194,227995,Divorced,Freelancer,Rural,3307,10722,202151,4,-191429,1
136,459918,194167,Widowed,Unemployed,Rural,5288,344063,48303,3,295760,0
146,410901,127441,Divorced,Freelancer,Rural,7360,432852,108543,3,324309,0
70,451178,238570,Single,Salaried,Rural,6217,73669,112832,0,-39163,1
111,298610,324859,Widowed,Freelancer,Rural,3417,53360,80072,9,-26712,1
24,261398,84509,Widowed,Unemployed,Urban,3356,391951,56907,6,335044,0
23,139450,200229,Divorced,Freelancer,Urban,5824,202519,74614,4,127905,0
38,190014,182353,Divorced,Unemployed,Urban,844,259193,218270,9,40923,0
174,332292,17540,Widowed,Unemployed,Urban,6790,290738,125038,8,165700,0
188,83187,34725,Divorced,Freelancer,Urban,7960,190607,149881,0,40726,0
100,369447,320510,Widowed,Business,Rural,1263,423517,208525,9,214992,0
156,490562,150607,Married,Business,Urban,6004,195326,99719,9,95607,0
97,264940,242170,Single,Freelancer,Urban,414,232603,140234,6,92369,0
19,427216,97402,Divorced,Business,Rural,2129,107209,271870,5,-164661,1
4,282497,32173,Single,Salaried,Urban,2610,450679,251296,1,199383,0
163,469678,283591,Married,Salaried,Rural,8506,316560,6053,8,310507,0
122,224566,7318,Widowed,Salaried,Rural,7798,231379,105143,9,126236,0
189,53160,382552,Divorced,Business,Urban,6425,439215,15974,7,423241,0
177,107944,157289,Widowed,Unemployed,Urban,859,356247,207944,8,148303,0
19,315309,21803,Widowed,Freelancer,Rural,2891,489423,79734,1,409689,0
138,140903,96784,Married,Freelancer,Rural,5595,364563,124494,2,240069,0
124,478620,207150,Widowed,Unemployed,Urban,7732,462195,27476,5,434719,0
147,441804,63409,Married,Salaried,Urban,7638,80950,260582,5,-179632,1
5,358194,140601,Divorced,Business,Urban,9798,299545,57785,3,241760,0
172,199826,298482,Married,Business,Urban,1417,196636,265994,4,-69358,1
25,224612,161910,Single,Unemployed,Urban,6894,8823,148809,8,-139986,1
150,253493,334069,Widowed,Freelancer,Urban,249,286703,235544,9,51159,0
132,80133,109579,Married,Business,Rural,3056,269845,138876,0,130969,0
152,302415,189497,Married,Salaried,Rural,2765,438675,16967,4,421708,0
3,398946,84670,Widowed,Business,Rural,211,204255,9468,2,194787,0
90,475071,394805,Divorced,Salaried,Rural,994,496156,99276,5,396880,0
137,469365,134445,Single,Salaried,Rural,2910,352367,101467,1,250900,0
161,146096,323135,Single,Freelancer,Urban,3716,185302,234662,4,-49360,1
90,146674,274245,Divorced,Freelancer,Rural,9913,428856,234940,8,193916,0
185,417970,29966,Widowed,Salaried,Urban,3232,262753,156490,4,106263,0
7,473531,239871,Divorced,Salaried,Urban,4458,468683,167407,3,301276,0
125,331644,151512,Divorced,Unemployed,Urban,5503,150354,115975,3,34379,0
179,238775,142511,Single,Business,Rural,6601,411775,103935,9,307840,0
115,385683,234066,Divorced,Business,Urban,9092,149759,3562,9,146197,0
98,241166,283330,Widowed,Freelancer,Rural,4005,250256,25393,8,224863,0
27,244714,303896,Divorced,Unemployed,Rural,5324,438886,149031,8,289855,0
136,214451,395458,Single,Unemployed,Urban,9308,274942,72479,8,202463,0
161,314381,362397,Divorced,Freelancer,Rural,570,373333,179511,5,193822,0
186,326682,396066,Divorced,Business,Urban,3130,437513,155720,0,281793,0
144,121963,359113,Widowed,Unemployed,Rural,6408,164727,55364,3,109363,0
123,316145,52755,Married,Business,Urban,600,443473,227984,9,215489,0
32,397423,385301,Married,Unemployed,Rural,8425,6596,120582,1,-113986,1
55,396017,139265,Single,Freelancer,Urban,7567,435712,1058,9,434654,0
60,36119,309857,Widowed,Unemployed,Rural,169,363225,126038,9,237187,0
112,30994,110778,Widowed,Business,Rural,9151,274264,13321,6,260943,0
36,466667,177985,Married,Salaried,Rural,905,50289,296528,7,-246239,1
12,373186,55436,Divorced,Unemployed,Rural,4803,493260,218619,7,274641,0
156,42467,121642,Single,Freelancer,Urban,3545,107750,54478,8,53272,0
39,350068,202153,Divorced,Salaried,Urban,5192,150822,175365,8,-24543,1
102,205307,305534,Widowed,Salaried,Urban,1849,94381,155160,3,-60779,1
54,319454,20853,Widowed,Unemployed,Urban,9414,358027,41113,8,316914,0
13,34090,362841,Married,Salaried,Rural,3411,444799,204243,3,240556,0
7,278467,290896,Married,Business,Rural,7563,396691,124261,5,272430,0
159,68138,387519,Married,Freelancer,Urban,1305,208261,157959,7,50302,0
138,169346,111596,Widowed,Business,Rural,7158,306065,131647,3,174418,0
68,19992,36003,Divorced,Freelancer,Urban,3579,420481,31673,6,388808,0
177,52270,80275,Widowed,Salaried,Rural,2756,353864,83898,4,269966,0
164,158066,98753,Single,Business,Rural,9316,205180,27169,7,178011,0
44,486411,143877,Widowed,Unemployed,Rural,1975,151840,149723,6,2117,1
196,18487,163092,Widowed,Salaried,Urban,5994,40373,108159,9,-67786,1
65,282958,32824,Divorced,Unemployed,Rural,9362,237696,67359,7,170337,0
153,117175,256625,Married,Unemployed,Rural,4837,486346,66347,7,419999,0
29,201945,63877,Single,Business,Urban,853,363770,173398,7,190372,0
76,98684,44747,Divorced,Freelancer,Rural,6411,239893,166996,6,72897,0
123,290547,382365,Single,Salaried,Rural,396,420419,124554,3,295865,0
37,160709,152295,Divorced,Business,Urban,5839,164628,26699,6,137929,0
103,495622,6555,Married,Business,Rural,982,122652,247788,3,-125136,1
154,426910,285856,Widowed,Salaried,Urban,7014,38675,67442,9,-28767,1
80,444483,251573,Single,Freelancer,Rural,3541,412740,108697,3,304043,0
178,61987,247537,Divorced,Unemployed,Urban,6130,74802,228118,6,-153316,1
142,238769,55517,Single,Freelancer,Urban,5557,332826,242616,6,90210,0
61,461419,308321,Divorced,Salaried,Urban,5828,282090,280997,2,1093,1
96,235565,131251,Widowed,Unemployed,Rural,2603,164341,66241,0,98100,0
29,298714,166846,Divorced,Salaried,Urban,3682,173664,201111,8,-27447,1
159,24441,78754,Widowed,Business,Rural,5201,29585,71732,0,-42147,1
177,353217,254844,Single,Salaried,Urban,475,11797,78939,5,-67142,1
6,398195,309893,Divorced,Business,Urban,7959,464491,288018,1,176473,0
38,120134,310144,Single,Unemployed,Urban,1833,338216,60927,5,277289,0
188,154946,208843,Widowed,Business,Urban,4743,498468,53325,0,445143,0
15,192377,166763,Married,Salaried,Rural,4043,453997,75230,1,378767,0
164,170374,358865,Divorced,Freelancer,Rural,6170,489617,265315,9,224302,0
52,434588,180240,Divorced,Salaried,Rural,1290,51988,59141,4,-7153,1
77,196458,128267,Married,Salaried,Rural,3098,78597,267861,0,-189264,1
150,326073,45039,Single,Freelancer,Rural,5671,323483,252696,1,70787,0
121,286473,367286,Divorced,Business,Urban,8477,115201,136876,3,-21675,1
186,222842,226686,Single,Business,Urban,1356,311758,34749,9,277009,0
94,150744,61429,Widowed,Unemployed,Rural,3927,30573,211746,6,-181173,1
27,226002,194728,Single,Salaried,Rural,1332,45322,38596,8,6726,0
196,410772,6517,Widowed,Freelancer,Urban,9046,343321,162812,3,180509,0
87,256959,368347,Divorced,Freelancer,Rural,7604,93914,163232,0,-69318,1
178,364400,279243,Widowed,Unemployed,Rural,9459,350506,29338,1,321168,0
195,287843,21925,Divorced,Freelancer,Urban,176,410966,197365,0,213601,0
114,352152,239945,Widowed,Salaried,Rural,4552,194487,275065,9,-80578,1
138,369332,52607,Married,Business,Rural,7518,183431,32273,9,151158,0
34,417980,209362,Single,Freelancer,Rural,9593,415806,256196,6,159610,0
138,297951,313148,Widowed,Business,Rural,5111,194677,234311,9,-39634,1
198,302964,305509,Married,Freelancer,Rural,5600,325165,226088,0,99077,0
16,482665,124128,Married,Freelancer,Urban,9440,432058,271242,8,160816,0
54,281464,143851,Married,Freelancer,Urban,3472,206803,76815,6,129988,0
81,294421,338234,Single,Unemployed,Rural,9198,402913,74913,9,328000,0
25,166989,46518,Widowed,Salaried,Rural,6478,285465,69308,9,216157,0
46,458544,286386,Single,Unemployed,Rural,1653,455616,193867,3,261749,0
25,409663,34446,Widowed,Freelancer,Urban,2631,319980,258652,3,61328,0
56,111411,377680,Married,Salaried,Rural,6411,455998,63560,1,392438,0
119,111389,100987,Married,Freelancer,Urban,7445,298327,170221,7,128106,0
78,401115,36911,Married,Freelancer,Urban,7525,16308,146077,5,-129769,1
175,425246,253280,Single,Business,Urban,5800,496936,78654,1,418282,0
25,338483,177282,Married,Unemployed,Urban,8470,14940,4324,5,10616,0
40,234791,167797,Divorced,Business,Rural,9544,261130,64821,5,196309,0
155,371293,151264,Divorced,Freelancer,Urban,327,59015,13578,7,45437,0
146,132718,107677,Married,Salaried,Rural,4828,360989,35018,8,325971,0
0,100345,232329,Single,Business,Rural,1450,310606,38815,7,271791,0
33,155870,340184,Married,Business,Urban,4812,204113,245305,4,-41192,1
101,449798,147099,Widowed,Unemployed,Urban,2370,335000,200831,8,134169,0
87,86401,142301,Divorced,Business,Rural,4016,128703,78291,3,50412,0
168,328667,333165,Widowed,Salaried,Urban,8289,371182,91619,5,279563,0
87,414252,290792,Married,Salaried,Urban,1856,492219,135021,2,357198,0
64,65205,200135,Married,Freelancer,Urban,4527,8586,127094,9,-118508,1
73,150407,376332,Widowed,Freelancer,Urban,794,85619,98318,8,-12699,1
3,261550,395945,Divorced,Business,Urban,7998,415663,12464,8,403199,0
141,126081,98019,Single,Unemployed,Rural,766,311986,193284,5,118702,0
190,431602,132690,Divorced,Salaried,Urban,880,106477,239074,6,-132597,1
20,117033,253536,Married,Unemployed,Rural,7159,216904,144347,7,72557,0
63,381144,197161,Widowed,Salaried,Urban,4391,388977,96842,3,292135,0
153,112982,30620,Single,Business,Urban,3630,126495,149808,0,-23313,1
101,21980,115386,Single,Salaried,Rural,4468,155531,272978,8,-117447,1
68,417928,125462,Single,Freelancer,Urban,8670,344309,285018,2,59291,0
151,281844,373137,Divorced,Freelancer,Rural,2545,216174,107394,4,108780,0
9,227373,7233,Single,Unemployed,Urban,9201,444713,215555,2,229158,0
98,8937,215024,Widowed,Business,Rural,8768,190870,218574,3,-27704,1
31,194340,13405,Single,Freelancer,Rural,446,493655,50292,8,443363,0
72,227913,256810,Divorced,Unemployed,Rural,3003,302802,53491,9,249311,0
158,42779,312981,Single,Unemployed,Urban,9037,162249,276736,1,-114487,1
142,208817,294558,Widowed,Salaried,Rural,3174,357886,7879,1,350007,0
177,136057,109278,Widowed,Unemployed,Rural,8752,62033,104976,2,-42943,1
2,354752,166839,Divorced,Business,Rural,5975,160142,948,3,159194,0
103,481395,195201,Divorced,Business,Rural,6681,485213,214732,1,270481,0
34,22266,103505,Widowed,Unemployed,Urban,5352,303278,141415,8,161863,0
114,210644,136345,Widowed,Business,Urban,8645,335473,112749,4,222724,0
53,20879,33781,Widowed,Business,Urban,7788,326369,229262,2,97107,0
85,452702,164159,Widowed,Business,Urban,4479,292777,121790,3,170987,0
111,162754,243294,Divorced,Freelancer,Rural,1693,374310,257039,1,117271,0
198,212599,180553,Married,Salaried,Rural,6821,263849,54145,9,209704,0
83,407826,297600,Married,Business,Urban,6101,193139,135065,0,58074,0
100,326878,67277,Single,Business,Rural,8959,10028,233854,4,-223826,1
153,225403,198217,Widowed,Business,Rural,1680,267029,9888,5,257141,0
82,48555,280156,Single,Business,Urban,871,36027,162925,1,-126898,1
97,271523,313638,Divorced,Unemployed,Urban,1248,273946,194605,9,79341,0
34,414680,292952,Single,Freelancer,Urban,2275,209971,279758,1,-69787,1
155,105935,242340,Single,Business,Rural,8613,150212,56643,5,93569,0
98,77192,357351,Single,Business,Urban,5985,497546,12004,9,485542,0
112,452836,19632,Single,Unemployed,Urban,7329,55719,16708,9,39011,0
